173 - B-TC - mắt = mắt	N	OTH	10690
173 - B-TC - mắt = mắt	N	OTH	11554
231 - B-TC - giảm = giảm	V	OTH	11292
234 - B-TC - mắt = mắt	N	OTH	10690
234 - B-TC - mắt = mắt	N	OTH	11554
237 - B-TC - mắt = mắt	N	OTH	10690
237 - B-TC - mắt = mắt	N	OTH	11554
252 - B-TC - giảm = giảm	V	OTH	11292
278 - B-TC - sốt = sốt	V	OTH	10352
278 - B-TC - sốt = sốt	V	OTH	10426
278 - B-TC - sốt = sốt	V	OTH	10708
305 - B-TC - tim = tim	N	OTH	10665
305 - B-TC - tim = tim	N	OTH	11428
355 - B-TC - tim = tim	N	OTH	10665
355 - B-TC - tim = tim	N	OTH	11428
445 - B-TC - mất = mất	V	OTH	10575
445 - B-TC - mất = mất	V	OTH	10612
516 - B-TC - lạnh = lạnh	A	OTH	11304
538 - B-TC - không = không	R	OTH	10324
538 - B-TC - không = không	R	OTH	10459
538 - B-TC - không = không	R	OTH	10760
538 - B-TC - không = không	R	OTH	10813
538 - B-TC - không = không	R	OTH	11270
538 - B-TC - không = không	R	OTH	11394
569 - B-TC - thở = thở	V	OTH	10803
587 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
587 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
694 - B-TC - không = không	R	OTH	10324
694 - B-TC - không = không	R	OTH	10459
694 - B-TC - không = không	R	OTH	10760
694 - B-TC - không = không	R	OTH	10813
694 - B-TC - không = không	R	OTH	11270
694 - B-TC - không = không	R	OTH	11394
726 - B-TC - sốt = sốt	V	OTH	10352
726 - B-TC - sốt = sốt	V	OTH	10426
726 - B-TC - sốt = sốt	V	OTH	10708
763 - B-TC - vết = vết	N	OTH	11551
818 - B-TC - vàng = vàng	N	OTH	10709
875 - B-TC - có = có	V	OTH	10325
875 - B-TC - có = có	V	OTH	10331
875 - B-TC - có = có	V	OTH	10460
875 - B-TC - có = có	V	OTH	10487
875 - B-TC - có = có	V	OTH	10606
875 - B-TC - có = có	V	OTH	10657
875 - B-TC - có = có	V	OTH	10699
875 - B-TC - có = có	V	OTH	10704
875 - B-TC - có = có	V	OTH	10761
875 - B-TC - có = có	V	OTH	11032
875 - B-TC - có = có	V	OTH	11128
875 - B-TC - có = có	V	OTH	11422
875 - B-TC - có = có	V	OTH	11522
875 - B-TC - có = có	V	OTH	11558
950 - B-TC - sốt = sốt	V	OTH	10352
950 - B-TC - sốt = sốt	V	OTH	10426
950 - B-TC - sốt = sốt	V	OTH	10708
961 - B-TC - ra = ra	V	OTH	10504
961 - B-TC - ra = ra	V	OTH	11243
961 - B-TC - ra = ra	V	OTH	11396
1055 - B-TC - chân = chân	N	OTH	10770
1055 - B-TC - chân = chân	N	OTH	10855
1055 - B-TC - chân = chân	N	OTH	11307
1055 - B-TC - chân = chân	N	OTH	11359
1055 - B-TC - chân = chân	N	OTH	11500
1076 - B-TC - hay = hay	C	OTH	11379
1084 - B-TC - mất = mất	V	OTH	10575
1084 - B-TC - mất = mất	V	OTH	10612
1200 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
1200 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
1203 - B-TC - giảm = giảm	V	OTH	11292
1215 - B-TC - mất = mất	V	OTH	10575
1215 - B-TC - mất = mất	V	OTH	10612
1248 - B-TC - sốt = sốt	V	OTH	10352
1248 - B-TC - sốt = sốt	V	OTH	10426
1248 - B-TC - sốt = sốt	V	OTH	10708
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10308
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10845
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10946
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10999
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11079
1363 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11407
1426 - B-TC - nhịp = nhịp	N	OTH	10664
1456 - B-TC - lạnh = lạnh	A	OTH	11304
1505 - B-TC - mất = mất	V	OTH	10575
1505 - B-TC - mất = mất	V	OTH	10612
1515 - B-TC - giảm = giảm	V	OTH	11292
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10308
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10845
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10946
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10999
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11079
1540 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11407
1607 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
1607 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
1617 - B-TC - không = không	R	OTH	10324
1617 - B-TC - không = không	R	OTH	10459
1617 - B-TC - không = không	R	OTH	10760
1617 - B-TC - không = không	R	OTH	10813
1617 - B-TC - không = không	R	OTH	11270
1617 - B-TC - không = không	R	OTH	11394
1624 - B-TC - lạnh = lạnh	A	OTH	11304
1644 - B-TC - hay = hay	C	OTH	11379
1709 - B-TC - không = không	R	OTH	10324
1709 - B-TC - không = không	R	OTH	10459
1709 - B-TC - không = không	R	OTH	10760
1709 - B-TC - không = không	R	OTH	10813
1709 - B-TC - không = không	R	OTH	11270
1709 - B-TC - không = không	R	OTH	11394
1723 - B-TC - bị = bị	V	OTH	10280
1723 - B-TC - bị = bị	V	OTH	10766
1723 - B-TC - bị = bị	V	OTH	11412
1723 - B-TC - bị = bị	V	OTH	11418
1723 - B-TC - bị = bị	V	OTH	11502
1944 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
1944 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
2133 - B-TC - sốt = sốt	V	OTH	10352
2133 - B-TC - sốt = sốt	V	OTH	10426
2133 - B-TC - sốt = sốt	V	OTH	10708
2329 - B-TC - nước_tiểu = nước_tiểu	N	OTH	10642
2353 - B-TC - gan = gan	N	OTH	10681
2509 - B-TC - gan = gan	N	OTH	10681
2593 - B-TC - sốt = sốt	V	OTH	10352
2593 - B-TC - sốt = sốt	V	OTH	10426
2593 - B-TC - sốt = sốt	V	OTH	10708
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10308
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10845
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10946
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10999
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11079
2595 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11407
2684 - B-TC - sốt = sốt	V	OTH	10352
2684 - B-TC - sốt = sốt	V	OTH	10426
2684 - B-TC - sốt = sốt	V	OTH	10708
2689 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
2689 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
2813 - B-TC - ra = ra	V	OTH	10504
2813 - B-TC - ra = ra	V	OTH	11243
2813 - B-TC - ra = ra	V	OTH	11396
2919 - B-TC - gan = gan	N	OTH	10681
2922 - B-TC - yếu = yếu	A	OTH	10798
3032 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
3036 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
3052 - B-TC - vết = vết	N	OTH	11551
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10308
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10845
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10946
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10999
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11079
3074 - B-TC - xuất_hiện = xuất_hiện	V	OTH	11407
3079 - B-TC - vết = vết	N	OTH	11551
3134 - B-TC - mất = mất	V	OTH	10575
3134 - B-TC - mất = mất	V	OTH	10612
3200 - B-TC - bị = bị	V	OTH	10280
3200 - B-TC - bị = bị	V	OTH	10766
3200 - B-TC - bị = bị	V	OTH	11412
3200 - B-TC - bị = bị	V	OTH	11418
3200 - B-TC - bị = bị	V	OTH	11502
3207 - B-TC - có = có	V	OTH	10325
3207 - B-TC - có = có	V	OTH	10331
3207 - B-TC - có = có	V	OTH	10460
3207 - B-TC - có = có	V	OTH	10487
3207 - B-TC - có = có	V	OTH	10606
3207 - B-TC - có = có	V	OTH	10657
3207 - B-TC - có = có	V	OTH	10699
3207 - B-TC - có = có	V	OTH	10704
3207 - B-TC - có = có	V	OTH	10761
3207 - B-TC - có = có	V	OTH	11032
3207 - B-TC - có = có	V	OTH	11128
3207 - B-TC - có = có	V	OTH	11422
3207 - B-TC - có = có	V	OTH	11522
3207 - B-TC - có = có	V	OTH	11558
3213 - B-TC - có = có	V	OTH	10325
3213 - B-TC - có = có	V	OTH	10331
3213 - B-TC - có = có	V	OTH	10460
3213 - B-TC - có = có	V	OTH	10487
3213 - B-TC - có = có	V	OTH	10606
3213 - B-TC - có = có	V	OTH	10657
3213 - B-TC - có = có	V	OTH	10699
3213 - B-TC - có = có	V	OTH	10704
3213 - B-TC - có = có	V	OTH	10761
3213 - B-TC - có = có	V	OTH	11032
3213 - B-TC - có = có	V	OTH	11128
3213 - B-TC - có = có	V	OTH	11422
3213 - B-TC - có = có	V	OTH	11522
3213 - B-TC - có = có	V	OTH	11558
3227 - B-TC - mất = mất	V	OTH	10575
3227 - B-TC - mất = mất	V	OTH	10612
3230 - B-TC - mất = mất	V	OTH	10575
3230 - B-TC - mất = mất	V	OTH	10612
3316 - B-TC - tim = tim	N	OTH	10665
3316 - B-TC - tim = tim	N	OTH	11428
3398 - B-TC - mất = mất	V	OTH	10575
3398 - B-TC - mất = mất	V	OTH	10612
3412 - B-TC - bầm = bầm	A	OTH	11552
3446 - B-TC - giảm = giảm	V	OTH	11292
3489 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11217
3489 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11483
3500 - B-TC - mất = mất	V	OTH	10575
3500 - B-TC - mất = mất	V	OTH	10612
3511 - B-TC - giảm = giảm	V	OTH	11292
3580 - B-TC - có = có	V	OTH	10325
3580 - B-TC - có = có	V	OTH	10331
3580 - B-TC - có = có	V	OTH	10460
3580 - B-TC - có = có	V	OTH	10487
3580 - B-TC - có = có	V	OTH	10606
3580 - B-TC - có = có	V	OTH	10657
3580 - B-TC - có = có	V	OTH	10699
3580 - B-TC - có = có	V	OTH	10704
3580 - B-TC - có = có	V	OTH	10761
3580 - B-TC - có = có	V	OTH	11032
3580 - B-TC - có = có	V	OTH	11128
3580 - B-TC - có = có	V	OTH	11422
3580 - B-TC - có = có	V	OTH	11522
3580 - B-TC - có = có	V	OTH	11558
3849 - B-TC - giảm = giảm	V	OTH	11292
3863 - B-TC - tim = tim	N	OTH	10665
3863 - B-TC - tim = tim	N	OTH	11428
3896 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
3896 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
3984 - B-TC - giảm = giảm	V	OTH	11292
4009 - B-TC - lạnh = lạnh	A	OTH	11304
4059 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4059 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
4064 - B-TC - yếu = yếu	A	OTH	10798
4105 - B-TC - yếu = yếu	A	OTH	10798
4110 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4110 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
4116 - B-TC - suy = suy	V	OTH	10679
4116 - B-TC - suy = suy	V	OTH	10819
4165 - B-TC - tim = tim	N	OTH	10665
4165 - B-TC - tim = tim	N	OTH	11428
4183 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4183 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
4237 - B-TC - ít = ít	A	OTH	11078
4240 - B-TC - ít = ít	A	OTH	11078
4302 - B-TC - thở = thở	V	OTH	10803
4307 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
4330 - B-TC - nhịp = nhịp	N	OTH	10664
4354 - B-TC - tay = tay	N	OTH	11305
4368 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
4374 - B-TC - ngồi = ngồi	V	OTH	10758
4374 - B-TC - ngồi = ngồi	V	OTH	10859
4374 - B-TC - ngồi = ngồi	V	OTH	10906
4386 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4386 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
4411 - B-TC - giảm = giảm	V	OTH	11292
4414 - B-TC - giảm = giảm	V	OTH	11292
4440 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
4458 - B-TC - suy = suy	V	OTH	10679
4458 - B-TC - suy = suy	V	OTH	10819
4576 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
4582 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4582 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
4590 - B-TC - yếu = yếu	A	OTH	10798
4673 - B-TC - cứng = cứng	A	OTH	11339
4684 - B-TC - cứng = cứng	A	OTH	11339
4699 - B-TC - giảm = giảm	V	OTH	11292
4711 - B-TC - giảm = giảm	V	OTH	11292
4738 - B-TC - có = có	V	OTH	10325
4738 - B-TC - có = có	V	OTH	10331
4738 - B-TC - có = có	V	OTH	10460
4738 - B-TC - có = có	V	OTH	10487
4738 - B-TC - có = có	V	OTH	10606
4738 - B-TC - có = có	V	OTH	10657
4738 - B-TC - có = có	V	OTH	10699
4738 - B-TC - có = có	V	OTH	10704
4738 - B-TC - có = có	V	OTH	10761
4738 - B-TC - có = có	V	OTH	11032
4738 - B-TC - có = có	V	OTH	11128
4738 - B-TC - có = có	V	OTH	11422
4738 - B-TC - có = có	V	OTH	11522
4738 - B-TC - có = có	V	OTH	11558
4892 - B-TC - tim = tim	N	OTH	10665
4892 - B-TC - tim = tim	N	OTH	11428
4946 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
4946 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
5028 - B-TC - tim = tim	N	OTH	10665
5028 - B-TC - tim = tim	N	OTH	11428
5091 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
5202 - B-TC - thường = thường	R	OTH	10307
5202 - B-TC - thường = thường	R	OTH	10334
5202 - B-TC - thường = thường	R	OTH	10830
5202 - B-TC - thường = thường	R	OTH	10851
5202 - B-TC - thường = thường	R	OTH	10945
5202 - B-TC - thường = thường	R	OTH	10953
5202 - B-TC - thường = thường	R	OTH	10998
5202 - B-TC - thường = thường	R	OTH	11004
5202 - B-TC - thường = thường	R	OTH	11196
5202 - B-TC - thường = thường	R	OTH	11301
5202 - B-TC - thường = thường	R	OTH	11312
5231 - B-TC - giảm = giảm	V	OTH	11292
5234 - B-TC - giảm = giảm	V	OTH	11292
5259 - B-TC - các = các	L	OTH	10339
5259 - B-TC - các = các	L	OTH	10441
5259 - B-TC - các = các	L	OTH	10493
5259 - B-TC - các = các	L	OTH	10535
5259 - B-TC - các = các	L	OTH	10570
5259 - B-TC - các = các	L	OTH	10603
5259 - B-TC - các = các	L	OTH	10620
5259 - B-TC - các = các	L	OTH	10627
5259 - B-TC - các = các	L	OTH	10662
5259 - B-TC - các = các	L	OTH	10715
5259 - B-TC - các = các	L	OTH	10799
5259 - B-TC - các = các	L	OTH	10841
5259 - B-TC - các = các	L	OTH	10880
5259 - B-TC - các = các	L	OTH	10951
5259 - B-TC - các = các	L	OTH	10996
5259 - B-TC - các = các	L	OTH	11033
5259 - B-TC - các = các	L	OTH	11052
5259 - B-TC - các = các	L	OTH	11102
5259 - B-TC - các = các	L	OTH	11189
5259 - B-TC - các = các	L	OTH	11405
5259 - B-TC - các = các	L	OTH	11410
5315 - B-TC - sốt = sốt	V	OTH	10352
5315 - B-TC - sốt = sốt	V	OTH	10426
5315 - B-TC - sốt = sốt	V	OTH	10708
5325 - B-TC - sốt = sốt	V	OTH	10352
5325 - B-TC - sốt = sốt	V	OTH	10426
5325 - B-TC - sốt = sốt	V	OTH	10708
5334 - B-TC - gan = gan	N	OTH	10681
5468 - B-TC - giảm = giảm	V	OTH	11292
5477 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11217
5477 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11483
5498 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11217
5498 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11483
5515 - B-TC - giảm = giảm	V	OTH	11292
5654 - B-TC - gây = gây	V	OTH	10476
5654 - B-TC - gây = gây	V	OTH	10484
5654 - B-TC - gây = gây	V	OTH	10503
5654 - B-TC - gây = gây	V	OTH	10600
5654 - B-TC - gây = gây	V	OTH	11242
5654 - B-TC - gây = gây	V	OTH	11395
5654 - B-TC - gây = gây	V	OTH	11452
5735 - B-TC - sốt = sốt	V	OTH	10352
5735 - B-TC - sốt = sốt	V	OTH	10426
5735 - B-TC - sốt = sốt	V	OTH	10708
5895 - B-TC - đi = đi	V	OTH	10863
5895 - B-TC - đi = đi	V	OTH	10903
6119 - B-TC - thở = thở	V	OTH	10803
6125 - B-TC - tim = tim	N	OTH	10665
6125 - B-TC - tim = tim	N	OTH	11428
6132 - B-TC - gan = gan	N	OTH	10681
6197 - B-TC - chân = chân	N	OTH	10770
6197 - B-TC - chân = chân	N	OTH	10855
6197 - B-TC - chân = chân	N	OTH	11307
6197 - B-TC - chân = chân	N	OTH	11359
6197 - B-TC - chân = chân	N	OTH	11500
6248 - B-TC - thay_đổi = thay_đổi	V	OTH	10341
6270 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
6270 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
6346 - B-TC - sốt = sốt	V	OTH	10352
6346 - B-TC - sốt = sốt	V	OTH	10426
6346 - B-TC - sốt = sốt	V	OTH	10708
6407 - B-TC - sốt = sốt	V	OTH	10352
6407 - B-TC - sốt = sốt	V	OTH	10426
6407 - B-TC - sốt = sốt	V	OTH	10708
6414 - B-TC - yếu = yếu	A	OTH	10798
6428 - B-TC - sốt = sốt	V	OTH	10352
6428 - B-TC - sốt = sốt	V	OTH	10426
6428 - B-TC - sốt = sốt	V	OTH	10708
6505 - B-TC - sốt = sốt	V	OTH	10352
6505 - B-TC - sốt = sốt	V	OTH	10426
6505 - B-TC - sốt = sốt	V	OTH	10708
6523 - B-TC - sốt = sốt	V	OTH	10352
6523 - B-TC - sốt = sốt	V	OTH	10426
6523 - B-TC - sốt = sốt	V	OTH	10708
6530 - B-TC - yếu = yếu	A	OTH	10798
6544 - B-TC - sốt = sốt	V	OTH	10352
6544 - B-TC - sốt = sốt	V	OTH	10426
6544 - B-TC - sốt = sốt	V	OTH	10708
6583 - B-TC - mất = mất	V	OTH	10575
6583 - B-TC - mất = mất	V	OTH	10612
6606 - B-TC - đi = đi	V	OTH	10863
6606 - B-TC - đi = đi	V	OTH	10903
6678 - B-TC - hay = hay	C	OTH	11379
6697 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10417
6697 - B-TC - tiêu_chảy = tiêu_chảy	N	OTH	10434
6758 - B-TC - giảm = giảm	V	OTH	11292
6789 - B-TC - bị = bị	V	OTH	10280
6789 - B-TC - bị = bị	V	OTH	10766
6789 - B-TC - bị = bị	V	OTH	11412
6789 - B-TC - bị = bị	V	OTH	11418
6789 - B-TC - bị = bị	V	OTH	11502
6800 - B-TC - lạnh = lạnh	A	OTH	11304
6834 - B-TC - sốt = sốt	V	OTH	10352
6834 - B-TC - sốt = sốt	V	OTH	10426
6834 - B-TC - sốt = sốt	V	OTH	10708
6866 - B-TC - giảm = giảm	V	OTH	11292
6884 - B-TC - giảm = giảm	V	OTH	11292
6912 - B-TC - giảm = giảm	V	OTH	11292
6915 - B-TC - mất = mất	V	OTH	10575
6915 - B-TC - mất = mất	V	OTH	10612
6931 - B-TC - vết = vết	N	OTH	11551
6952 - B-TC - giảm = giảm	V	OTH	11292
7000 - B-TC - yếu = yếu	A	OTH	10798
7042 - B-TC - giảm = giảm	V	OTH	11292
7051 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11217
7051 - B-TC - cảm_thấy = cảm_thấy	V	OTH	11483
7068 - B-TC - giảm = giảm	V	OTH	11292
7116 - B-TC - sốt = sốt	V	OTH	10352
7116 - B-TC - sốt = sốt	V	OTH	10426
7116 - B-TC - sốt = sốt	V	OTH	10708
7213 - B-TC - gây = gây	V	OTH	10476
7213 - B-TC - gây = gây	V	OTH	10484
7213 - B-TC - gây = gây	V	OTH	10503
7213 - B-TC - gây = gây	V	OTH	10600
7213 - B-TC - gây = gây	V	OTH	11242
7213 - B-TC - gây = gây	V	OTH	11395
7213 - B-TC - gây = gây	V	OTH	11452
7282 - B-TC - sốt = sốt	V	OTH	10352
7282 - B-TC - sốt = sốt	V	OTH	10426
7282 - B-TC - sốt = sốt	V	OTH	10708
7336 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10308
7336 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10845
7336 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10946
7336 - B-TC - xuất_hiện = xuất_hiện	V	OTH	10999
